Date,SP500,AAPL,BA,BAC,C,F,GE,JPM,MSFT,WMT,XOM
20070103,1416.60,11.97,89.17,53.33,552.50,7.42,36.49,48.07,29.86,47.55,74.11
20070104,1418.34,12.23,89.53,53.67,550.60,7.61,36.28,48.19,29.81,47.78,72.72
20070105,1409.71,12.14,89.15,53.24,547.70,7.53,36.10,47.79,29.64,47.39,73.24
20070108,1412.84,12.20,88.94,53.45,550.50,7.64,36.09,47.95,29.93,47.00,72.65
20070109,1412.11,13.22,88.03,53.50,545.70,7.70,36.09,47.75,29.96,47.39,72.09
20070110,1414.85,13.85,89.27,53.58,541.30,7.64,36.10,48.10,29.66,47.28,70.99
20070111,1423.82,13.68,88.84,53.26,541.70,7.68,36.45,48.31,30.70,47.60,70.98
20070112,1430.73,13.51,88.13,53.38,543.80,7.80,36.42,47.99,31.21,47.98,72.66
20070116,1431.90,13.87,88.00,53.44,547.70,7.85,36.63,48.39,31.16,48.31,71.63
20070117,1430.62,13.56,88.83,53.32,543.90,7.95,36.50,48.43,31.10,48.20,72.46
20070118,1426.37,12.72,88.00,53.29,543.90,8.08,36.52,48.15,31.00,48.39,71.96
20070119,1430.50,12.64,88.63,53.59,545.00,8.20,35.51,48.76,31.11,48.31,73.53
20070122,1422.95,12.39,85.60,53.65,546.80,8.31,35.32,49.66,30.72,47.96,72.90
20070123,1427.99,12.24,87.36,53.32,544.90,8.20,35.13,49.83,30.74,47.81,74.49
20070124,1440.13,12.38,87.60,53.20,548.30,8.10,35.22,50.36,31.09,48.61,74.90
20070125,1423.90,12.32,86.16,52.40,539.30,8.12,34.93,50.21,30.45,48.15,73.52
20070126,1422.18,12.19,85.43,52.04,546.70,8.32,34.67,49.70,30.60,47.67,73.61
20070129,1420.62,12.27,85.50,51.46,540.60,8.27,34.78,49.47,30.53,47.63,73.20
20070130,1428.82,12.22,86.00,52.12,542.70,8.10,34.63,50.18,30.48,47.28,74.39
20070131,1438.24,12.24,89.56,52.58,551.30,8.03,34.65,50.93,30.86,47.69,74.10
20070201,1445.94,12.10,91.05,52.84,547.30,8.19,34.82,51.21,30.56,47.78,75.08
20070202,1448.39,12.10,90.05,52.74,546.60,8.13,34.86,50.93,30.19,48.08,75.54
20070205,1446.99,11.99,90.72,52.88,547.50,8.23,34.96,50.96,29.61,48.52,75.67
20070206,1448.00,12.02,90.98,53.21,549.50,8.44,34.90,51.00,29.51,48.58,75.46
20070207,1450.02,12.30,90.35,53.36,549.50,8.46,34.70,51.21,29.37,48.58,74.79
20070208,1448.31,12.31,89.52,53.32,544.40,8.45,34.35,50.93,29.26,48.31,75.46
20070209,1438.06,11.89,90.00,52.99,534.00,8.63,34.15,50.42,28.98,47.97,75.22
20070212,1433.37,12.12,89.20,53.04,534.30,8.55,34.25,50.44,28.94,47.74,74.60
20070213,1444.26,12.09,89.29,53.73,537.10,8.35,34.38,50.95,29.01,47.98,75.45
20070214,1455.30,12.18,89.94,54.05,541.80,8.41,34.96,51.42,29.40,47.87,75.60
20070215,1456.81,12.17,91.71,53.85,542.10,8.50,34.73,51.21,29.46,48.36,75.34
20070216,1455.54,12.11,90.94,54.05,541.00,8.43,34.48,51.25,28.74,48.48,75.29
20070220,1459.68,12.27,91.03,54.05,541.90,8.55,34.71,51.63,28.83,50.26,74.87
20070221,1457.63,12.74,90.96,53.91,537.50,8.37,34.51,51.65,29.35,49.97,74.78
20070222,1456.38,12.78,90.58,53.70,535.90,8.25,34.02,51.64,29.39,49.69,75.08
20070223,1451.19,12.72,90.28,52.86,537.70,8.20,33.73,51.03,28.90,49.57,75.22
20070226,1449.37,12.66,88.93,52.79,526.80,8.16,33.97,50.81,29.07,49.98,75.40
20070227,1399.04,11.98,87.20,50.80,506.00,7.69,33.31,49.22,27.87,48.20,71.83
20070228,1406.82,12.08,87.27,50.87,504.00,7.83,33.56,49.40,28.17,48.30,71.68
20070301,1403.17,12.43,87.85,50.38,510.80,7.68,33.64,49.20,28.09,47.89,70.99
20070302,1387.17,12.20,87.03,50.01,499.70,7.50,33.51,48.19,27.76,47.81,70.01
20070305,1374.12,12.33,87.02,49.64,492.50,7.49,33.21,47.54,27.54,47.47,69.98
20070306,1395.41,12.59,87.82,50.94,505.80,7.55,33.37,48.52,27.83,48.04,71.00
20070307,1391.97,12.53,88.71,50.59,502.20,7.53,32.99,48.36,27.61,47.93,71.64
20070308,1401.89,12.57,88.89,50.77,505.00,7.84,33.11,48.74,27.32,47.88,71.85
20070309,1402.85,12.56,89.51,50.95,503.30,7.84,32.99,48.82,27.29,47.42,71.12
20070312,1406.60,12.83,91.20,51.09,503.60,7.73,33.10,48.84,27.44,47.26,70.87
20070313,1377.95,12.62,89.45,49.46,487.50,7.55,32.76,46.70,26.72,46.18,69.91
20070314,1387.17,12.85,89.98,49.77,490.80,7.42,32.98,47.30,27.40,45.73,71.02
20070315,1392.28,12.79,91.04,50.10,501.30,7.50,33.18,47.70,27.28,46.00,70.69
20070316,1386.95,12.79,90.00,49.62,495.30,7.46,33.02,47.03,27.33,46.21,69.86
20070319,1402.06,13.01,90.32,50.37,500.60,7.73,33.32,47.58,27.83,46.59,71.10
20070320,1410.94,13.06,90.16,50.76,506.40,7.79,33.42,47.75,27.84,47.30,72.00
20070321,1435.04,13.40,90.80,51.86,520.30,7.92,34.10,49.05,28.52,47.77,73.23
20070322,1434.54,13.42,90.57,51.64,518.40,7.98,34.42,48.47,28.27,48.01,74.36
20070323,1436.11,13.35,90.98,51.69,517.20,7.80,34.43,48.52,28.02,47.91,74.98
20070326,1437.50,13.69,90.83,51.56,515.40,7.78,34.60,48.70,28.22,47.84,75.47
20070327,1428.61,13.63,90.52,51.84,510.60,7.76,34.40,48.57,27.72,47.49,75.71
20070328,1417.23,13.31,89.45,50.77,509.60,7.89,34.17,47.99,27.64,46.64,75.56
20070329,1422.53,13.39,89.76,51.19,514.00,7.86,34.17,48.50,27.75,46.72,76.24
20070330,1420.86,13.27,88.91,51.02,513.40,7.80,33.98,48.38,27.87,46.95,75.45
20070402,1424.55,13.37,88.83,50.43,510.50,7.99,33.92,48.24,27.74,47.40,76.16
20070403,1437.77,13.49,89.90,50.86,514.10,7.98,33.95,48.56,27.87,48.10,76.80
20070404,1439.37,13.46,90.27,50.89,513.60,7.95,33.74,48.56,28.50,48.05,77.11
20070405,1443.76,13.52,90.50,50.85,515.70,7.92,33.66,48.77,28.55,48.27,77.22
20070409,1444.61,13.37,90.03,50.86,515.80,7.98,33.43,49.00,28.57,48.47,76.80
20070410,1448.39,13.46,90.84,51.07,524.00,8.09,33.52,49.24,28.40,47.94,77.57
20070411,1438.87,13.22,89.97,50.51,518.00,8.03,33.59,49.15,28.11,47.27,76.77
20070412,1447.80,13.16,90.85,50.28,516.50,7.99,33.81,49.20,28.54,47.26,77.39
20070413,1452.85,12.89,91.03,50.42,516.00,7.93,34.00,49.09,28.61,47.41,77.41
20070416,1468.47,13.06,90.31,51.23,529.30,7.94,33.98,49.97,28.73,48.07,78.17
20070417,1471.48,12.90,90.45,51.30,525.30,7.76,33.83,50.18,28.85,48.17,78.40
20070418,1472.50,12.91,93.88,51.82,529.90,7.73,33.76,52.07,28.60,47.97,78.20
20070419,1470.73,12.89,92.99,50.91,530.90,7.65,33.64,52.09,28.69,48.34,77.46
20070420,1484.35,12.99,93.29,51.04,534.20,7.66,33.76,52.54,29.02,49.76,79.76
20070423,1480.93,13.35,93.64,50.51,531.10,7.74,33.45,52.28,28.78,48.93,79.20
20070424,1480.41,13.31,93.67,50.62,528.10,7.73,33.41,52.16,28.79,48.69,78.60
20070425,1495.42,13.62,94.69,51.23,538.00,7.79,34.03,52.82,28.99,48.81,79.92
20070426,1494.25,14.11,94.26,50.72,535.60,8.10,34.45,52.94,29.10,48.70,80.55
20070427,1494.07,14.27,94.02,50.77,533.70,7.96,35.41,52.55,30.12,48.34,80.36
20070430,1482.37,14.25,93.00,50.90,536.20,7.95,35.43,52.10,29.94,47.92,79.38
20070501,1486.30,14.20,93.23,50.93,542.00,7.96,35.66,52.26,30.40,48.33,79.66
20070502,1495.92,14.34,93.83,51.01,543.00,8.07,35.86,52.55,30.61,48.28,79.82
20070503,1502.39,14.34,93.85,51.23,539.50,8.09,35.89,52.70,30.97,48.36,80.68
20070504,1505.62,14.40,93.61,51.24,540.90,8.12,35.71,52.63,30.56,48.27,80.55
20070507,1509.48,14.84,94.56,51.42,538.80,8.06,35.79,52.73,30.71,48.61,80.83
20070508,1507.72,15.00,94.21,51.40,537.20,8.27,35.64,52.45,30.75,48.10,81.38
20070509,1512.58,15.26,94.08,51.45,541.20,8.25,35.81,53.20,30.77,47.93,81.42
20070510,1491.47,15.33,92.80,50.58,532.00,8.14,35.35,52.00,30.58,47.75,79.39
20070511,1505.85,15.53,93.40,50.95,531.10,8.27,35.53,52.15,30.89,47.78,81.18
20070514,1503.15,15.62,93.56,50.78,528.60,8.61,35.18,51.83,30.97,47.84,81.25
20070515,1501.19,15.35,94.34,50.94,527.90,8.81,35.22,52.03,30.90,47.62,81.13
20070516,1514.14,15.33,95.34,51.12,549.10,8.66,35.40,52.98,31.07,47.18,81.45
20070517,1512.75,15.63,96.84,51.13,547.80,8.65,35.11,52.56,30.98,47.11,81.80
20070518,1522.75,15.71,96.63,51.28,550.00,8.59,35.52,52.54,30.83,47.27,83.26
20070521,1525.10,15.99,96.90,51.23,548.40,8.68,35.66,52.56,31.05,46.62,83.59
20070522,1524.12,16.21,96.48,51.50,550.80,8.58,35.89,52.29,30.69,46.54,82.77
20070523,1522.28,16.12,95.57,51.35,550.10,8.66,36.14,51.99,30.58,46.33,82.99
20070524,1507.51,15.81,97.42,51.05,549.30,8.39,35.93,51.59,30.17,46.65,82.28
20070525,1515.73,16.23,98.25,51.20,551.20,8.35,36.10,51.64,30.48,46.91,83.51
20070529,1518.11,16.33,98.50,51.19,549.10,8.30,35.95,51.82,30.79,46.94,82.62
20070530,1530.23,16.96,100.55,50.81,552.00,8.40,36.26,52.06,31.11,47.12,84.00
20070531,1530.62,17.31,100.59,50.71,544.90,8.24,36.12,51.83,30.69,47.60,83.17
20070601,1536.34,16.91,99.83,50.78,545.10,8.25,35.99,51.90,30.59,49.47,84.22
20070604,1539.18,17.33,99.98,50.85,541.50,8.17,36.34,51.57,30.71,51.21,84.22
20070605,1530.95,17.52,99.50,50.66,539.00,8.21,35.95,51.22,30.58,50.52,84.26
20070606,1517.38,17.66,98.29,50.33,533.30,8.16,35.84,50.56,30.29,50.75,83.62
20070607,1490.72,17.72,96.84,49.79,525.20,7.97,35.33,49.82,29.62,49.76,81.96
20070608,1507.67,17.78,98.19,50.26,533.30,8.14,35.87,50.41,30.05,50.08,82.68
20070611,1509.12,17.16,97.55,50.05,534.70,8.30,36.00,50.43,30.02,49.81,83.06
20070612,1493.00,17.19,96.48,49.66,526.00,8.22,35.61,49.35,29.85,48.91,82.00
20070613,1515.67,16.78,98.47,50.36,536.80,8.46,36.18,50.29,30.39,49.50,83.35
20070614,1522.97,16.96,98.97,50.08,536.70,8.56,36.33,50.32,30.52,49.28,84.77
20070615,1532.91,17.21,98.15,50.08,539.80,8.82,36.64,50.56,30.49,49.34,85.94
20070618,1531.05,17.86,97.40,49.91,539.60,8.75,36.59,50.43,30.51,49.11,86.36
20070619,1533.70,17.66,96.92,50.55,542.60,8.55,37.76,50.85,30.46,48.81,85.84
20070620,1512.84,17.36,96.08,49.98,534.40,8.76,37.55,49.46,30.01,48.59,82.82
20070621,1522.19,17.69,97.20,49.89,536.60,8.81,37.29,49.84,30.22,48.39,84.30
20070622,1502.56,17.57,95.92,48.95,524.10,9.02,36.75,48.72,29.49,47.83,82.52
20070625,1497.74,17.47,95.57,48.85,516.90,8.92,36.72,48.36,29.49,47.82,82.37
20070626,1492.89,17.09,94.98,48.80,511.50,8.86,36.54,48.60,29.52,47.97,81.82
20070627,1506.34,17.41,94.65,49.19,518.10,9.17,36.58,49.24,29.87,48.46,83.48
20070628,1505.71,17.22,95.16,49.09,518.10,9.38,36.64,48.96,29.83,48.21,83.60
20070629,1503.35,17.43,96.16,48.89,512.90,9.31,36.79,48.45,29.47,48.11,83.88
20070702,1519.43,17.32,96.77,49.32,516.40,9.53,36.77,49.15,29.74,48.33,84.82
20070703,1524.87,18.16,97.65,49.55,518.60,9.31,37.20,49.34,30.02,48.47,85.36
20070705,1525.40,18.96,98.36,49.37,517.00,9.04,37.04,48.79,29.99,48.09,85.16
20070706,1530.44,18.89,98.88,49.15,517.00,9.00,36.98,48.97,29.97,48.38,86.46
20070709,1531.85,18.61,99.90,48.81,516.00,8.97,37.12,48.79,29.87,48.50,87.44
20070710,1510.12,18.90,100.25,48.36,510.00,8.98,36.43,47.51,29.33,47.58,86.50
20070711,1518.76,18.91,100.12,48.51,514.10,8.80,36.71,48.13,29.49,47.68,87.29
20070712,1547.70,19.15,100.78,49.53,528.40,8.86,37.48,49.53,30.07,48.83,89.62
20070713,1552.50,19.67,101.88,49.50,525.20,8.86,37.96,50.05,29.82,49.15,90.33
20070716,1549.52,19.72,102.07,49.62,521.90,8.76,38.56,49.83,30.03,48.94,89.70
20070717,1549.37,19.84,102.05,49.80,524.60,8.63,39.13,49.92,30.77,48.35,89.09
20070718,1546.17,19.73,101.82,49.36,516.00,8.53,38.88,48.74,30.92,48.04,91.15
20070719,1553.08,19.99,102.48,49.27,511.30,8.53,39.13,48.62,31.51,48.79,92.29
20070720,1534.10,20.53,103.86,48.31,507.30,8.30,38.56,47.56,31.16,48.06,91.94
20070723,1541.57,20.52,104.04,48.15,508.60,8.36,39.23,47.15,31.19,48.11,93.44
20070724,1511.04,19.26,103.80,47.15,493.10,8.16,38.66,45.34,30.80,48.02,90.84
20070725,1518.09,19.60,107.23,47.93,492.50,7.88,38.85,45.27,30.71,47.87,92.79
20070726,1482.66,20.85,103.70,47.23,478.10,7.99,37.99,44.08,29.98,46.82,88.23
20070727,1458.95,20.54,103.71,47.41,469.70,8.13,37.28,44.23,29.39,45.94,85.59
20070730,1473.91,20.20,105.54,47.70,471.90,8.64,37.74,44.75,29.40,46.21,86.01
20070731,1455.27,18.82,103.43,47.42,465.70,8.41,37.25,44.01,28.99,45.95,85.13
20070801,1465.81,19.28,104.53,47.63,468.50,8.33,37.44,44.38,29.30,46.22,85.84
20070802,1472.20,19.49,105.93,47.78,472.40,8.30,37.51,44.59,29.52,46.73,85.18
20070803,1433.06,18.83,104.24,47.00,457.20,7.97,36.58,43.65,28.96,45.52,82.08
20070806,1467.67,19.32,104.34,48.16,483.50,8.09,37.58,45.11,29.54,47.02,83.54
20070807,1476.71,19.28,103.22,48.67,485.90,8.20,37.95,45.34,29.55,47.06,85.70
20070808,1497.49,19.14,102.72,49.70,494.90,8.77,38.89,46.51,30.00,48.42,87.90
20070809,1453.09,18.05,98.30,48.35,469.00,8.28,37.43,44.17,29.30,46.45,83.60
20070810,1453.64,17.85,98.44,48.59,470.00,8.13,36.74,44.25,28.71,46.07,84.51
20070813,1452.92,18.25,100.05,48.50,465.40,8.27,36.69,43.83,28.63,46.17,82.92
20070814,1426.54,17.71,97.63,47.86,456.60,7.97,36.21,43.30,28.27,43.82,83.13
20070815,1406.70,17.12,95.51,48.23,456.10,7.91,35.47,43.00,28.10,43.28,81.69
20070816,1411.27,16.72,92.74,49.85,475.50,7.61,35.75,45.47,27.81,43.50,80.67
20070817,1445.94,17.43,95.93,51.76,488.10,7.74,36.96,47.01,28.25,43.49,84.14
20070820,1445.55,17.45,97.21,51.35,483.90,7.91,36.73,46.49,28.26,43.59,84.53
20070821,1447.12,18.22,96.95,51.30,480.60,7.83,36.86,46.20,28.07,43.70,83.15
20070822,1464.07,18.92,97.99,51.65,484.30,7.76,37.62,46.00,28.22,43.75,83.58
20070823,1462.50,18.72,96.74,51.83,483.50,7.66,37.60,45.67,28.30,43.17,83.75
20070824,1479.37,19.32,98.47,51.87,485.00,7.81,37.88,45.95,28.81,43.74,85.69
20070827,1466.79,18.89,98.54,50.87,477.90,7.71,37.48,44.91,28.49,43.82,85.12
20070828,1432.36,18.11,95.65,49.66,461.40,7.42,36.57,43.60,27.93,43.40,83.00
20070829,1463.76,19.15,96.90,50.55,469.50,7.63,37.21,44.13,28.59,44.19,85.23
20070830,1457.64,19.46,96.85,50.21,462.30,7.58,36.91,43.97,28.45,43.32,85.40
20070831,1473.99,19.78,96.70,50.68,468.80,7.72,37.36,44.52,28.73,43.63,85.73
20070904,1489.42,20.59,95.92,51.08,472.10,7.90,37.52,45.30,28.81,43.30,87.23
20070905,1472.29,19.53,95.84,49.95,460.00,7.68,37.24,44.17,28.48,42.45,87.22
20070906,1478.55,19.28,96.20,49.79,456.60,7.69,37.87,44.21,28.91,42.76,87.49
20070907,1453.55,18.82,94.84,49.02,454.80,7.43,37.24,43.52,28.44,42.39,85.75
20070910,1451.70,19.52,95.33,48.96,453.00,7.43,37.67,43.93,28.48,42.27,84.86
20070911,1471.49,19.35,97.44,49.45,460.10,7.49,37.96,44.54,28.93,42.94,86.94
20070912,1471.56,19.54,98.32,49.39,457.60,7.41,38.35,44.47,28.93,42.71,87.65
20070913,1483.95,19.59,98.95,49.86,463.60,7.83,38.94,45.60,29.16,43.06,88.62
20070914,1484.25,19.82,99.35,49.95,466.40,7.94,38.78,45.54,29.04,43.32,88.67
20070917,1476.65,19.77,98.64,49.51,460.30,8.18,38.62,45.29,28.73,43.32,89.26
20070918,1519.78,20.13,98.54,51.23,484.40,8.32,40.06,47.82,28.93,44.44,91.76
20070919,1529.03,20.10,100.02,51.07,482.70,8.30,40.15,47.57,28.67,44.75,92.12
20070920,1518.75,20.04,101.25,50.79,472.00,8.15,39.64,46.96,28.42,44.32,92.09
20070921,1525.75,20.59,102.59,51.24,475.10,8.13,39.65,47.13,28.64,44.23,92.31
20070924,1517.73,21.18,103.05,50.59,465.90,8.38,39.26,46.34,29.08,43.97,91.73
20070925,1517.21,21.88,104.93,50.22,463.10,8.24,39.50,46.10,29.55,43.16,91.96
20070926,1525.42,21.82,104.45,50.41,465.50,8.78,39.67,46.13,29.50,43.30,92.37
20070927,1531.38,22.07,105.46,50.60,468.80,8.53,39.78,46.21,29.49,43.61,92.97
20070928,1526.75,21.92,104.99,50.27,466.70,8.39,39.79,45.82,29.46,43.65,92.56
20071001,1547.04,22.33,106.65,50.64,477.20,8.13,40.39,46.81,29.77,44.47,93.95
20071002,1546.63,22.63,105.93,51.72,478.60,8.47,40.48,47.16,29.70,44.87,92.24
20071003,1539.59,22.55,104.72,51.93,478.90,8.33,39.93,47.00,29.45,45.13,91.33
20071004,1542.84,22.31,104.50,52.40,476.30,8.16,40.08,47.25,29.71,45.00,90.92
20071005,1557.59,23.06,102.25,52.71,483.00,8.27,40.15,47.58,29.84,45.37,91.36
20071008,1552.58,23.98,101.07,52.43,478.00,8.09,39.92,47.44,29.84,45.27,90.68
20071009,1565.15,23.97,101.45,52.57,476.20,8.22,40.39,47.57,30.09,45.21,92.67
20071010,1562.47,23.82,98.68,52.30,471.40,8.13,40.18,46.91,30.23,45.59,93.13
20071011,1554.41,23.17,96.26,52.42,483.20,8.66,39.98,46.66,29.91,46.90,92.66
20071012,1561.80,23.89,96.69,52.07,478.70,9.09,39.44,46.82,30.17,47.06,93.48
20071015,1548.71,23.85,94.83,51.42,462.40,8.88,39.23,46.27,30.04,46.45,94.82
20071016,1538.53,24.22,95.94,50.20,447.90,8.68,39.19,45.11,30.32,45.86,94.74
20071017,1541.24,24.67,95.59,50.03,446.60,8.59,39.41,46.37,31.08,45.99,94.80
20071018,1540.08,24.78,96.94,48.85,438.30,8.66,39.20,45.90,31.16,45.89,95.05
20071019,1500.63,24.34,93.90,47.57,423.60,8.27,38.48,45.02,30.17,44.98,92.14
20071022,1506.33,24.90,94.93,47.78,426.10,8.24,38.61,45.37,30.51,45.25,90.91
20071023,1519.59,26.59,94.95,47.78,424.40,8.55,38.91,45.94,30.90,43.93,91.35
20071024,1515.88,26.56,94.26,47.48,418.20,8.49,38.67,46.27,31.25,43.87,92.13
20071025,1514.40,26.11,96.00,47.00,412.30,8.50,38.60,46.05,31.99,43.88,91.57
20071026,1535.28,26.38,96.02,48.03,426.30,8.57,38.81,47.32,35.03,44.64,92.21
20071029,1540.98,26.44,96.99,47.98,426.90,8.67,38.98,46.67,34.57,45.01,93.61
20071030,1531.02,26.71,97.33,47.99,421.10,8.70,38.91,46.56,35.57,45.37,91.14
20071031,1549.38,27.13,98.59,48.28,419.00,8.77,39.56,47.00,36.81,45.21,91.99
20071101,1508.44,26.77,96.60,45.71,385.10,8.40,38.77,44.35,37.06,44.02,88.50
20071102,1509.65,26.83,97.76,45.11,377.30,8.85,38.76,43.15,37.06,44.19,87.93
20071105,1502.17,26.59,97.97,44.45,359.00,8.57,38.64,42.77,36.73,44.03,87.66
20071106,1520.27,27.39,97.70,45.56,350.80,8.53,38.62,44.11,36.41,44.29,90.38
20071107,1475.62,26.61,96.89,43.31,334.10,8.14,37.56,42.24,35.52,43.93,87.20
20071108,1474.77,25.06,96.28,43.50,329.00,8.38,37.50,42.61,34.74,43.62,89.42
20071109,1453.70,23.62,94.21,43.98,331.00,8.10,36.89,42.31,33.73,42.90,86.85
20071112,1439.18,21.96,92.86,43.98,335.70,7.78,36.76,42.39,33.38,43.32,84.54
20071113,1481.05,24.27,93.70,46.27,359.00,7.91,37.69,45.05,34.46,45.97,86.88
20071114,1470.58,23.72,92.79,45.73,360.40,7.89,37.49,45.15,33.93,46.51,86.31
20071115,1451.15,23.47,91.34,44.08,345.80,7.69,36.82,43.53,33.76,46.20,84.49
20071116,1458.74,23.76,89.99,44.37,340.00,7.61,37.15,43.09,34.09,46.34,85.10
20071119,1433.27,23.42,88.27,42.82,320.00,7.25,36.68,41.37,33.96,45.47,84.11
20071120,1439.70,24.12,87.86,42.77,314.00,7.15,36.56,41.63,34.58,45.50,87.82
20071121,1416.77,24.06,87.41,42.14,307.30,6.87,35.72,40.68,34.23,44.86,87.04
20071123,1440.70,24.50,89.54,43.15,317.00,7.10,36.21,41.95,34.11,45.73,88.29
20071126,1407.22,24.64,90.07,41.88,298.00,6.93,35.30,40.46,32.97,45.03,85.68
20071127,1428.23,24.97,91.73,42.94,302.60,6.99,35.99,42.35,33.06,45.83,86.38
20071128,1469.02,25.74,93.61,44.85,322.90,7.27,36.96,43.96,33.70,47.23,87.92
20071129,1469.72,26.32,93.21,44.63,322.90,7.20,36.66,43.65,33.59,47.54,88.59
20071130,1481.14,26.03,92.54,46.13,333.00,7.42,36.80,45.62,33.60,47.90,89.16
20071203,1472.42,25.55,91.79,45.47,330.60,7.16,35.49,45.21,32.92,47.87,88.85
20071204,1462.79,25.68,89.99,44.71,325.50,6.89,34.84,44.15,32.77,48.19,88.12
20071205,1485.01,26.49,90.70,45.23,336.90,6.90,35.28,44.90,34.15,48.90,89.92
20071206,1507.34,27.13,91.78,45.96,343.50,6.98,35.81,46.21,34.55,49.27,91.44
20071207,1504.66,27.75,93.16,45.37,343.10,6.98,35.78,46.08,34.53,49.02,91.50
20071210,1515.96,27.74,92.64,46.64,347.70,7.06,35.96,47.42,34.76,49.43,92.03
20071211,1477.65,26.93,88.70,44.65,333.00,6.89,35.59,45.94,34.10,49.03,90.28
20071212,1486.59,27.26,86.92,43.43,314.70,6.98,35.80,46.15,34.47,48.23,91.92
20071213,1488.41,27.40,88.55,43.05,310.10,6.91,36.12,45.76,35.22,48.33,92.72
20071214,1467.95,27.19,88.42,42.16,307.00,6.81,35.47,45.20,35.31,47.63,91.18
20071217,1445.90,26.34,87.40,41.70,307.70,6.72,35.06,44.53,34.39,47.83,89.89
20071218,1454.98,26.13,87.17,41.50,303.80,6.73,35.37,43.90,34.74,48.24,91.42
20071219,1453.00,26.15,86.62,41.59,302.10,6.68,35.15,43.98,34.79,48.08,91.43
20071220,1460.12,26.74,87.19,41.41,299.30,6.71,35.10,43.33,35.52,47.85,92.13
20071221,1484.46,27.70,89.07,41.92,302.40,6.71,35.70,44.11,36.06,48.21,93.43
20071224,1496.45,28.39,90.02,42.28,309.80,6.67,36.07,44.83,36.58,48.74,93.66
20071226,1497.66,28.42,90.00,42.30,304.50,6.81,36.09,44.94,36.61,48.38,94.81
