Date,SP500,AAPL,BA,BAC,C,F,GE,JPM,MSFT,WMT,XOM
20081224,868.15,12.14,40.12,13.53,67.80,2.08,15.48,29.85,19.17,55.44,75.78
20081226,872.80,12.25,40.53,13.36,67.30,2.26,15.35,29.80,19.13,55.35,77.19
20081229,869.42,12.37,39.99,12.94,65.70,2.19,15.05,29.78,18.96,55.11,78.02
20081230,890.64,12.32,41.25,13.24,68.00,2.26,15.20,31.01,19.34,55.05,78.59
20081231,903.25,12.19,42.67,14.08,67.10,2.26,15.57,31.53,19.44,56.06,79.83
20090102,931.80,12.96,45.25,14.33,71.40,2.43,16.40,31.35,20.33,57.18,81.64
20090105,927.45,13.51,46.17,13.98,70.80,2.55,15.98,29.25,20.52,56.52,81.63
20090106,934.70,13.28,46.31,14.28,74.60,2.72,16.20,29.88,20.76,56.02,80.30
20090107,906.65,13.00,44.76,13.71,71.50,2.65,15.48,28.09,19.51,55.54,78.25
20090108,909.73,13.24,44.79,13.54,71.60,2.65,15.51,27.22,20.12,51.38,79.09
20090109,890.35,12.93,44.45,12.99,67.50,2.60,15.38,25.97,19.52,51.58,77.57
20090112,870.26,12.66,43.74,11.43,56.00,2.61,15.21,24.91,19.47,51.39,76.54
20090113,871.79,12.52,42.46,10.65,59.00,2.45,14.36,26.35,19.82,52.12,77.92
20090114,842.62,12.18,41.20,10.20,45.30,2.23,13.56,25.91,19.09,51.56,75.10
20090115,843.74,11.91,40.96,8.32,38.30,2.20,13.23,24.34,19.24,51.35,76.66
20090116,850.12,11.76,42.46,7.18,35.00,2.16,13.41,22.82,19.71,51.56,78.10
20090120,805.22,11.17,40.36,5.10,28.00,2.10,12.42,18.09,18.48,50.56,76.29
20090121,840.24,11.83,42.27,6.68,36.70,2.06,12.52,22.63,19.38,49.14,79.26
20090122,827.50,12.62,42.26,5.71,31.10,1.91,12.95,23.10,17.11,48.87,78.23
20090123,831.95,12.62,41.98,6.24,34.70,1.77,11.56,24.28,17.20,48.35,78.04
20090126,836.57,12.80,43.01,6.00,33.30,1.91,11.93,24.50,17.63,48.60,78.60
20090127,845.71,12.96,43.22,6.50,35.50,1.94,12.55,25.06,17.66,48.79,78.92
20090128,874.09,13.45,43.24,7.39,42.10,2.00,12.97,27.66,18.04,48.73,79.25
20090129,845.14,13.28,40.71,6.78,39.00,1.92,12.22,25.43,17.59,47.86,76.80
20090130,825.88,12.87,42.31,6.58,35.50,1.84,11.65,25.51,17.10,47.12,76.48
20090202,825.44,13.07,40.80,6.00,36.50,1.85,11.16,25.20,17.83,46.57,76.69
20090203,838.51,13.28,42.09,5.30,34.60,1.93,10.92,24.05,18.50,47.81,78.12
20090204,832.23,13.36,41.97,4.70,34.90,1.92,10.82,24.04,18.63,46.42,77.66
20090205,845.85,13.77,42.72,4.84,35.30,1.90,10.42,24.54,19.04,48.56,79.78
20090206,868.60,14.24,42.92,6.13,39.10,1.91,10.66,27.63,19.66,49.63,80.34
20090209,869.89,14.64,42.80,6.89,39.50,1.87,12.15,27.28,19.44,49.28,79.48
20090210,827.16,13.97,40.21,5.56,33.50,1.79,11.16,24.62,18.80,47.72,76.14
20090211,833.74,13.83,40.33,6.07,36.90,1.82,11.47,26.09,19.21,48.23,74.58
20090212,835.19,14.18,39.86,5.87,36.10,1.77,11.22,26.19,19.26,48.13,75.22
20090213,826.84,14.16,40.48,5.57,34.90,1.74,10.99,24.69,19.09,46.53,74.59
20090217,789.17,13.50,38.43,4.90,30.60,1.67,10.39,21.65,18.09,48.24,71.28
20090218,788.42,13.48,37.98,4.57,29.10,1.65,10.43,21.51,18.12,50.00,71.94
20090219,778.94,12.94,37.57,3.93,25.10,1.61,9.67,20.60,17.91,50.45,72.16
20090220,770.05,13.02,36.31,3.79,19.50,1.56,9.01,19.90,18.00,50.02,71.23
20090223,743.33,12.42,34.46,3.91,21.40,1.71,8.50,19.51,17.21,48.88,69.30
20090224,773.14,12.89,35.44,4.73,26.00,1.97,8.72,21.02,17.17,50.01,72.09
20090225,764.90,13.02,33.91,5.16,25.20,1.98,8.66,21.73,16.96,49.21,72.05
20090226,752.83,12.74,32.71,5.32,24.60,1.95,8.74,23.05,16.42,48.25,70.95
20090227,735.09,12.75,31.44,3.95,15.00,1.97,8.18,22.85,16.15,49.24,67.90
20090302,700.82,12.56,29.51,3.63,12.00,1.85,7.30,21.16,15.79,48.04,64.91
20090303,696.33,12.62,29.36,3.65,12.20,1.78,6.73,21.01,15.88,47.38,64.36
20090304,712.87,13.02,30.31,3.59,11.30,1.84,6.43,19.30,16.12,48.49,65.68
20090305,682.55,12.69,29.39,3.17,10.20,1.78,6.40,16.60,15.27,49.75,62.22
20090306,683.38,12.18,30.10,3.14,10.30,1.68,6.78,15.93,15.28,48.91,64.03
20090309,676.53,11.87,31.00,3.75,10.50,1.72,7.12,15.90,15.15,47.51,64.57
20090310,719.60,12.66,33.01,4.79,14.50,1.82,8.52,19.50,16.48,48.67,67.39
20090311,721.36,13.23,33.27,4.93,15.40,1.93,8.16,20.40,17.11,47.46,65.77
20090312,750.74,13.76,33.63,5.85,16.70,2.07,9.19,23.20,17.01,48.94,67.15
20090313,756.55,13.70,33.40,5.76,17.80,2.16,9.24,23.75,16.65,49.19,67.20
20090316,753.89,13.63,33.83,6.18,23.30,2.07,9.28,23.09,16.25,48.80,66.97
20090317,778.12,14.23,34.44,6.27,25.10,2.25,9.61,25.14,16.90,50.00,69.09
20090318,794.35,14.50,33.75,7.67,30.80,2.44,9.92,27.11,16.96,50.44,69.17
20090319,784.04,14.51,33.19,6.93,26.00,2.48,9.73,24.95,17.14,49.95,68.33
20090320,768.54,14.51,32.55,6.19,26.20,2.71,9.17,23.15,17.06,49.59,66.09
20090323,822.92,15.37,35.50,7.80,31.30,2.86,10.02,28.86,18.33,51.48,70.53
20090324,806.12,15.21,36.11,7.15,30.20,2.78,9.96,26.22,17.93,51.05,69.35
20090325,813.88,15.21,37.06,7.70,29.50,2.73,10.08,28.56,17.88,51.68,70.16
20090326,832.86,15.69,38.66,7.58,28.10,2.90,10.47,29.10,18.83,52.76,71.23
20090327,815.94,15.26,37.53,7.34,26.20,2.80,10.36,27.40,18.13,52.57,69.98
20090330,787.53,14.92,35.52,6.03,23.10,2.72,9.54,24.85,17.48,51.76,68.63
20090331,797.87,15.01,35.58,6.82,25.30,2.60,9.71,26.58,18.37,52.10,68.10
20090401,811.08,15.52,35.44,7.05,26.80,2.70,9.77,28.14,19.31,52.82,69.23
20090402,834.38,16.10,37.20,7.24,27.40,2.87,10.32,28.16,19.29,53.64,70.25
20090403,842.50,16.56,37.69,7.60,28.50,3.21,10.51,29.28,18.75,53.80,70.44
20090406,835.48,16.92,38.16,7.48,27.20,3.72,10.75,28.20,18.76,53.43,70.05
20090407,815.55,16.42,36.64,7.36,27.60,3.45,10.23,27.25,18.76,52.39,68.71
20090408,825.16,16.61,36.87,7.06,27.00,3.90,10.22,27.43,19.19,52.61,68.96
20090409,856.56,17.08,39.15,9.55,30.40,4.19,10.89,32.75,19.67,50.66,69.84
20090413,858.73,17.17,37.15,11.02,38.00,4.21,11.65,33.70,19.59,51.53,68.02
20090414,841.50,16.90,37.04,10.09,40.10,4.25,11.06,30.70,19.35,51.12,67.70
20090415,852.06,16.80,37.57,10.44,39.70,3.99,11.37,32.56,18.83,51.29,68.14
20090416,865.30,17.34,38.39,10.34,40.10,4.11,11.79,33.24,19.76,50.78,67.41
20090417,869.60,17.63,38.32,10.60,36.50,3.95,11.90,33.26,19.20,50.20,66.75
20090420,832.39,17.21,36.48,8.02,29.40,3.64,10.91,29.69,18.61,49.27,65.29
20090421,850.08,17.39,36.65,8.76,32.40,3.75,11.24,32.53,18.97,49.83,66.23
20090422,843.55,17.35,37.30,8.26,32.50,4.23,11.34,31.90,18.78,48.96,64.75
20090423,851.92,17.91,37.93,8.82,32.00,4.43,11.41,33.21,18.92,48.86,65.71
20090424,866.23,17.69,38.72,9.10,31.90,4.94,11.64,33.38,20.91,47.87,66.57
20090427,857.51,17.81,39.47,8.92,30.70,5.05,11.62,32.78,20.40,48.51,66.13
20090428,855.16,17.70,38.85,8.15,28.90,5.13,11.53,32.79,19.93,48.47,67.08
20090429,873.64,17.87,40.55,8.68,31.20,5.38,11.74,34.48,20.25,50.45,68.44
20090430,872.81,17.97,40.05,8.93,30.50,5.91,12.15,33.00,20.26,50.40,66.67
20090501,877.52,18.17,41.21,8.70,29.70,5.62,12.19,32.49,20.24,50.05,68.01
20090504,907.24,18.86,42.15,10.38,32.00,5.83,12.59,35.79,20.19,50.90,68.12
20090505,903.80,18.95,43.15,10.84,33.10,5.78,12.59,34.82,19.79,50.46,67.65
20090506,919.53,18.92,44.20,12.69,38.60,6.19,13.14,37.22,19.79,49.51,68.58
20090507,907.39,18.43,43.53,13.51,38.10,5.99,13.41,35.24,19.32,49.89,68.93
20090508,929.23,18.45,45.83,14.17,40.20,6.17,13.96,38.94,19.42,50.14,70.80
20090511,909.24,18.50,44.72,12.94,38.60,6.01,13.64,35.83,19.32,50.63,69.27
20090512,908.35,17.77,44.10,12.26,36.60,4.95,13.14,35.36,19.89,50.90,70.82
20090513,883.92,17.06,42.95,11.01,34.10,4.90,12.40,34.05,19.75,50.03,69.77
20090514,893.07,17.56,43.44,11.31,35.50,5.10,12.53,35.54,20.06,49.10,69.76
20090515,882.88,17.48,43.00,10.67,34.80,5.42,12.36,34.91,20.22,48.15,69.11
20090518,909.71,18.09,44.37,11.73,36.40,5.43,12.94,37.26,20.60,49.92,70.50
20090519,908.13,18.20,44.62,11.25,37.70,5.56,13.16,35.81,20.31,49.36,70.52
20090520,903.47,17.98,44.58,11.49,36.90,5.34,13.23,34.55,20.38,48.94,69.61
20090521,888.33,17.73,43.29,11.41,37.20,5.27,12.72,34.90,19.82,49.11,68.39
20090522,887.00,17.49,42.94,11.07,36.70,5.20,12.59,34.41,19.75,49.25,68.83
20090526,910.33,18.68,44.16,10.98,37.70,5.33,12.87,36.54,20.34,50.00,69.81
20090527,893.06,19.00,43.57,10.91,37.00,5.28,12.48,34.66,20.13,49.32,68.30
20090528,906.83,19.29,44.32,11.30,36.70,5.49,12.67,36.65,20.45,49.55,69.23
20090529,919.14,19.40,44.85,11.27,37.20,5.68,12.95,36.90,20.89,49.74,69.35
20090601,942.87,19.90,47.70,11.21,36.90,6.06,13.32,36.11,21.40,50.59,71.76
20090602,944.74,19.92,49.20,11.41,35.10,6.33,13.26,34.50,21.40,49.93,72.92
20090603,931.76,20.13,48.37,11.21,33.90,6.11,12.97,33.98,21.73,50.88,72.08
20090604,942.46,20.53,50.57,11.87,35.70,6.28,13.21,35.35,21.83,50.87,72.98
20090605,940.09,20.66,52.65,11.86,34.60,6.28,13.01,34.55,22.14,51.07,72.97
20090608,939.14,20.54,52.83,12.06,34.20,6.30,13.03,35.39,22.05,50.81,73.17
20090609,942.43,20.38,52.35,12.06,34.10,6.19,13.04,35.26,22.08,50.61,73.12
20090610,939.15,20.03,52.30,11.98,34.80,6.12,12.88,34.84,22.55,50.06,73.84
20090611,944.89,19.99,50.66,12.97,34.80,5.91,12.93,34.94,22.83,49.32,74.05
20090612,946.21,19.56,51.44,13.72,34.70,6.04,12.98,35.13,23.33,49.84,73.78
20090615,923.72,19.44,49.52,13.33,33.70,5.86,12.64,34.00,23.42,48.46,72.81
20090616,911.97,19.47,48.83,12.73,32.50,5.60,12.28,33.50,23.45,48.25,71.63
20090617,910.71,19.36,48.55,12.30,30.80,5.64,11.77,32.73,23.68,48.56,71.42
20090618,918.37,19.41,48.96,12.90,31.30,5.61,11.50,34.17,23.50,48.68,71.44
20090619,921.23,19.92,48.44,13.22,31.70,5.65,11.63,35.00,24.07,48.17,71.05
20090622,893.04,19.62,46.90,11.94,30.00,5.31,11.07,32.87,23.28,48.59,68.84
20090623,895.10,19.14,43.87,12.23,30.10,5.46,11.15,33.57,23.34,48.35,68.95
20090624,900.94,19.45,41.32,12.35,30.40,5.56,11.24,33.46,23.47,48.51,68.45
20090625,920.26,19.97,42.53,12.35,30.30,5.61,11.40,34.14,23.79,49.15,69.88
20090626,918.90,20.34,41.88,12.75,30.30,5.54,11.29,34.45,23.35,48.63,69.05
20090629,927.23,20.28,42.65,13.19,30.20,5.71,11.30,34.60,23.86,48.76,70.58
20090630,919.32,20.34,42.50,13.20,29.70,6.00,11.26,34.11,23.77,48.44,69.91
20090701,923.33,20.40,42.23,13.05,29.70,5.84,11.32,33.77,24.04,48.37,70.56
20090702,896.42,20.00,40.83,12.64,28.80,5.82,11.01,32.27,23.37,47.79,68.49
20090706,898.72,19.80,40.56,12.15,27.90,5.68,11.03,32.60,23.20,47.73,68.10
20090707,881.03,19.34,39.04,12.15,26.90,5.46,10.58,32.81,22.53,47.84,66.56
20090708,879.56,19.60,39.55,11.84,26.20,5.29,10.29,32.71,22.56,48.37,66.26
20090709,882.68,19.47,39.30,11.97,26.90,5.56,10.43,33.62,22.44,48.08,65.97
20090710,879.13,19.78,39.65,11.88,25.90,5.65,10.36,32.34,22.39,47.57,65.12
20090713,901.05,20.33,40.44,12.99,27.80,5.62,11.01,34.71,23.23,47.83,65.70
20090714,905.84,20.32,40.41,12.91,29.20,5.77,11.18,34.70,23.11,48.13,66.22
20090715,932.68,20.98,41.36,13.42,31.70,5.98,11.76,36.26,24.12,48.55,68.44
20090716,940.74,21.07,42.05,13.17,30.30,6.06,11.91,36.13,24.44,48.51,68.46
20090717,940.38,21.67,41.36,12.89,30.20,6.07,11.19,36.89,24.29,48.49,68.52
20090720,951.13,21.84,42.20,12.24,27.90,6.12,11.21,36.98,24.53,48.82,68.94
20090721,954.58,21.64,43.02,12.19,26.50,6.13,11.02,36.94,24.83,48.86,70.47
20090722,954.07,22.39,42.00,12.23,28.00,6.30,11.17,36.83,24.80,49.17,69.99
20090723,976.29,22.54,41.95,12.69,27.70,6.90,11.48,38.15,25.56,48.76,71.61
20090724,979.26,22.85,42.37,12.51,27.30,6.70,11.56,37.92,23.45,48.94,72.29
20090727,982.18,22.87,42.24,13.09,26.90,7.18,11.84,38.13,23.11,48.97,72.75
20090728,979.62,22.85,43.25,13.34,29.70,7.06,12.03,38.08,23.47,48.92,71.89
20090729,975.15,22.86,43.37,13.52,32.20,7.04,11.78,37.77,23.80,49.37,71.43
20090730,986.75,23.25,43.24,13.97,31.40,7.30,12.60,38.47,23.81,49.98,70.72
20090731,987.48,23.34,42.91,14.79,31.70,7.91,12.88,38.65,23.52,49.88,70.39
20090803,1002.63,23.77,43.79,15.32,31.80,8.23,13.18,39.60,23.83,49.84,70.65
20090804,1005.65,23.64,44.16,15.64,32.50,8.20,13.28,40.21,23.77,49.85,70.60
20090805,1002.72,23.58,44.03,16.66,35.80,8.34,13.44,41.78,23.81,49.20,70.03
20090806,997.08,23.41,45.52,16.70,38.00,7.97,13.75,40.75,23.46,48.98,69.73
20090807,1010.48,23.64,46.69,16.42,38.50,7.92,14.13,42.36,23.56,49.29,69.47
20090810,1007.10,23.53,45.77,16.68,39.40,7.63,14.00,42.69,23.42,49.72,69.18
20090811,994.35,23.26,45.39,15.85,36.90,7.72,13.44,41.24,23.13,50.04,68.13
20090812,1005.81,23.61,46.34,15.93,39.80,7.61,13.58,42.21,23.53,50.51,69.11
20090813,1012.73,24.05,46.62,17.00,40.60,7.81,13.55,42.90,23.62,51.88,68.75
20090814,1004.09,23.82,44.87,17.39,40.40,7.74,13.38,42.45,23.69,51.79,68.21
20090817,979.73,22.79,44.16,16.56,40.00,7.28,12.84,40.73,23.25,51.57,66.55
20090818,989.67,23.42,43.78,16.90,41.40,7.55,13.06,41.70,23.58,51.36,66.49
20090819,996.46,23.51,43.52,16.75,41.30,7.56,13.00,41.41,23.65,51.67,68.00
20090820,1007.37,23.76,44.74,17.14,44.80,7.59,13.27,42.42,23.67,51.71,68.59
20090821,1026.13,24.17,45.87,17.46,47.00,7.65,13.65,43.66,24.41,51.36,69.92
20090824,1025.57,24.15,47.13,17.35,48.20,7.32,13.64,43.01,24.64,51.55,71.30
20090825,1028.00,24.19,48.25,17.75,47.50,7.50,13.74,43.58,24.64,51.67,70.68
20090826,1028.12,23.91,47.82,17.79,46.30,7.52,13.56,43.30,24.55,51.80,71.37
20090827,1030.98,24.20,51.82,17.92,50.50,7.58,13.64,43.45,24.69,51.24,70.86
20090828,1028.93,24.29,51.04,17.98,52.30,7.64,13.53,42.92,24.68,51.13,70.12
20090831,1020.62,24.02,49.67,17.59,50.00,7.51,13.36,43.46,24.65,50.87,69.15
20090901,998.04,23.61,48.77,16.46,45.40,7.15,12.82,41.67,24.00,50.97,68.41
20090902,994.75,23.59,48.40,16.27,45.60,6.95,12.68,40.86,23.86,50.92,68.18
20090903,1003.24,23.79,48.46,16.84,47.70,7.39,12.92,42.11,24.11,51.74,68.26
20090904,1016.40,24.32,49.15,17.09,48.50,7.34,13.33,42.34,24.62,51.68,69.18
20090908,1025.39,24.70,49.50,17.02,46.80,7.21,13.93,42.54,24.82,51.40,70.65
20090909,1033.37,24.44,50.53,17.04,46.60,7.30,14.29,42.86,24.78,51.11,70.50
20090910,1044.14,24.65,50.49,17.22,47.50,7.35,14.22,43.02,25.00,51.03,70.65
20090911,1042.73,24.59,51.35,16.97,46.10,7.24,14.10,42.50,24.86,50.72,69.98
20090914,1049.34,24.81,50.97,16.99,45.20,7.30,14.75,43.75,25.00,50.38,70.00
20090915,1052.63,25.02,52.07,16.79,41.20,7.11,15.38,43.19,25.20,49.93,69.49
20090916,1068.76,25.98,52.36,17.25,42.00,7.07,16.34,44.65,25.20,50.04,70.34
20090917,1065.49,26.36,52.88,17.61,44.20,6.84,16.01,44.96,25.30,49.96,69.84
20090918,1068.30,26.43,53.02,17.63,42.60,6.86,15.86,44.95,25.26,50.11,69.99
20090921,1064.66,26.28,52.86,17.25,44.30,6.75,16.11,44.55,25.30,50.91,69.57
20090922,1071.66,26.35,53.14,17.61,46.50,6.93,16.35,46.47,25.77,50.99,69.83
20090923,1060.87,26.49,52.37,17.50,45.20,7.27,16.34,45.06,25.71,50.40,69.00
20090924,1050.78,26.25,51.79,16.98,44.30,7.24,15.93,44.37,25.94,50.70,68.93
20090925,1044.38,26.05,51.52,16.60,43.80,7.20,15.73,43.65,25.55,49.47,68.70
20090928,1062.98,26.59,53.07,17.22,45.70,7.40,16.11,44.81,25.83,49.50,69.59
20090929,1060.61,26.48,54.62,17.16,47.00,7.36,16.06,44.88,25.75,49.23,69.07
20090930,1057.08,26.47,54.15,16.92,48.40,7.12,15.78,43.82,25.72,49.09,68.61
20091001,1029.85,25.83,52.11,16.21,45.30,6.89,15.35,41.37,24.88,49.00,67.27
20091002,1025.21,26.41,51.40,16.34,45.20,6.76,14.76,41.86,24.96,49.08,66.58
20091005,1040.46,26.57,52.28,16.96,46.70,6.97,15.21,43.80,24.64,49.06,67.58
20091006,1054.72,27.14,52.29,17.00,46.70,7.06,15.45,44.91,25.11,49.48,68.66
20091007,1057.58,27.17,51.79,17.35,46.40,7.05,15.53,45.70,25.10,49.49,68.67
20091008,1065.48,27.03,52.30,17.33,46.50,7.09,15.59,45.30,25.67,49.74,69.05
20091009,1071.49,27.20,52.69,17.50,46.30,7.04,15.55,45.85,25.55,49.97,69.27
20091012,1076.19,27.25,51.66,18.03,47.70,7.53,15.69,46.08,25.72,49.61,70.13
20091013,1073.19,27.14,51.90,17.81,48.30,7.53,15.75,45.66,25.81,50.34,70.26
20091014,1092.02,27.32,52.51,18.59,50.00,7.57,16.18,47.16,25.96,50.19,71.84
20091015,1096.56,27.22,51.76,18.10,47.50,7.57,16.13,47.16,26.71,50.95,72.94
20091016,1087.68,26.86,53.19,17.26,45.90,7.33,15.45,46.06,26.50,51.22,73.12
20091019,1097.91,27.12,53.45,17.16,45.40,7.48,15.22,45.98,26.36,51.89,73.62
20091020,1091.06,28.39,51.89,17.01,44.30,7.62,14.97,46.03,26.37,51.70,73.02
20091021,1081.40,29.27,50.63,16.51,44.20,7.69,14.92,44.65,26.58,50.63,73.31
20091022,1092.91,29.31,51.07,16.52,44.60,7.67,14.74,45.71,26.59,50.48,74.44
20091023,1079.60,29.13,49.89,16.22,44.60,7.54,14.61,45.23,28.02,50.44,73.57
20091026,1066.95,28.92,48.29,15.40,42.70,7.38,14.42,43.82,28.68,49.84,73.23
20091027,1063.41,28.19,47.75,15.45,42.70,7.24,14.35,43.90,28.59,49.87,74.91
20091028,1042.63,27.48,47.22,15.01,40.80,6.88,13.86,42.68,28.02,49.90,73.84
20091029,1066.11,28.04,48.81,15.73,43.10,7.21,14.29,44.35,28.22,50.40,73.96
20091030,1036.19,26.92,47.80,14.58,40.90,6.92,13.70,41.77,27.73,49.68,71.67
20091102,1042.88,27.04,48.27,14.63,39.90,7.49,13.90,42.58,27.88,50.28,72.15
20091103,1045.41,26.96,48.10,14.80,40.40,7.35,13.76,42.70,27.53,49.90,71.74
20091104,1046.50,27.25,48.07,14.70,39.70,7.18,13.64,42.21,28.06,50.38,71.30
20091105,1066.63,27.71,49.77,15.13,40.60,7.36,13.87,43.87,28.47,51.28,72.50
20091106,1069.30,27.76,49.68,15.05,40.60,7.66,14.73,43.48,28.52,51.25,72.58
20091109,1093.08,28.77,51.35,15.77,41.90,8.08,15.23,44.35,28.99,52.00,72.85
20091110,1093.01,28.99,50.32,16.03,41.80,8.14,15.16,44.17,29.01,52.31,72.61
20091111,1098.51,29.03,50.68,16.43,41.60,8.23,15.21,44.32,29.12,52.97,72.91
20091112,1087.24,28.85,50.28,16.06,40.60,8.10,15.13,43.30,29.36,53.24,71.90
20091113,1093.48,29.20,50.68,15.98,40.50,8.31,15.05,42.90,29.63,53.20,72.47
20091116,1109.30,29.51,52.48,15.87,41.80,8.61,15.38,43.04,29.54,53.16,74.43
20091117,1110.32,29.57,52.53,15.77,42.40,8.87,15.39,43.16,30.00,53.66,75.03
20091118,1109.80,29.42,52.02,16.35,42.90,8.84,15.46,43.38,30.11,54.15,75.27
20091119,1094.90,28.64,51.43,16.08,42.00,8.63,15.14,42.55,29.78,54.54,74.65
20091120,1091.38,28.55,51.70,16.09,42.00,8.54,14.98,42.46,29.62,54.28,74.38
20091123,1106.24,29.41,52.63,16.29,42.80,8.63,15.39,43.28,29.94,54.68,75.70
20091124,1105.65,29.20,51.97,16.10,42.10,8.71,15.49,42.48,29.91,54.85,75.97
20091125,1110.63,29.16,52.93,15.95,41.70,8.71,15.55,42.16,29.79,54.96,76.47
20091127,1091.49,28.65,52.45,15.47,40.60,8.63,15.32,41.33,29.22,54.63,74.87
20091130,1095.63,28.55,52.41,15.85,41.10,8.79,15.39,42.49,29.41,54.55,75.07
20091201,1108.86,28.13,53.72,15.90,41.00,8.78,15.54,42.22,30.01,54.75,76.04
20091202,1109.24,28.03,53.78,15.65,41.00,8.90,15.44,41.93,29.78,54.57,75.79
20091203,1099.92,28.06,53.77,15.76,40.50,8.84,15.38,41.40,29.83,54.44,74.99
20091204,1105.98,27.61,54.68,16.28,41.20,8.84,15.57,41.74,29.98,54.24,74.25
20091207,1103.25,26.99,55.82,15.89,40.30,8.81,15.45,41.25,29.79,54.93,73.77
20091208,1091.94,27.12,55.66,15.41,39.10,8.72,15.11,41.21,29.57,54.41,72.95
20091209,1095.95,28.25,55.47,15.39,38.60,8.76,15.05,41.19,29.71,54.07,72.79
20091210,1102.35,28.06,55.01,15.21,38.70,8.94,15.00,41.27,29.87,54.69,72.40
20091211,1106.41,27.80,55.60,15.63,39.50,8.89,15.30,40.96,29.85,54.65,72.83
20091214,1114.11,28.13,56.05,15.63,37.00,8.97,15.33,41.77,30.11,54.07,69.69
20091215,1107.93,27.73,55.67,15.19,35.60,9.28,15.13,40.86,30.02,53.98,69.17
20091216,1109.18,27.86,55.13,15.28,34.50,9.38,15.08,41.36,30.10,53.32,68.43
20091217,1096.08,27.40,54.47,14.86,32.00,9.28,15.17,40.27,29.60,52.76,68.22
20091218,1102.47,27.91,53.44,15.03,34.00,9.57,14.98,40.95,30.36,52.85,68.21
20091221,1114.05,28.31,54.30,15.28,34.20,9.56,14.96,41.90,30.52,53.40,68.51
20091222,1118.02,28.62,55.10,15.33,33.40,9.78,14.88,41.94,30.82,53.34,68.57
20091223,1120.59,28.87,54.96,15.19,32.90,9.96,14.81,41.56,30.92,53.32,68.26
20091224,1126.48,29.86,55.48,15.25,33.50,10.01,14.84,41.89,31.00,53.60,68.66
20091228,1127.78,30.22,55.14,15.29,33.90,10.08,14.74,41.72,31.17,53.98,69.08
20091229,1126.20,29.87,55.21,15.12,33.70,9.99,14.84,41.49,31.39,54.11,68.84
20091230,1126.42,30.23,54.96,15.07,33.20,9.87,14.75,41.53,30.96,54.30,68.77
20091231,1115.10,30.10,54.13,15.06,33.10,9.88,14.54,41.67,30.48,53.45,68.19
